season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,count
1,1,2,11,0,2,1,2,0.3,0.303,0.45,0.1642,112
1,0,2,21,0,0,0,2,0.32,0.3485,0.53,0,56
4,1,9,5,0,4,1,1,0.58,0.5455,0.83,0,66
1,1,1,15,0,4,1,1,0.44,0.4394,0.72,0.1343,188
4,1,11,21,0,1,1,2,0.38,0.3939,0.54,0.2239,203
1,1,12,13,0,1,1,3,0.24,0.2576,0.81,0.1045,70
2,0,5,4,0,5,1,1,0.36,0.3636,0.71,0.1045,1
1,1,12,21,0,1,1,1,0.26,0.2576,0.6,0.1642,90
3,1,9,5,0,3,1,1,0.5,0.4848,0.72,0.0896,48
3,0,7,15,0,5,1,1,0.94,0.9848,0.51,0.2985,133
2,0,3,19,0,3,1,2,0.26,0.2576,0.93,0.2239,72
2,0,4,14,0,6,0,2,0.36,0.3485,0.81,0.1343,212
2,0,5,11,0,4,1,1,0.74,0.697,0.66,0.2239,160
1,1,3,9,0,3,1,1,0.52,0.5,0.68,0,351
4,0,10,20,0,4,1,1,0.42,0.4242,0.67,0.4925,182
3,1,8,8,0,3,1,1,0.64,0.6061,0.73,0.0896,740
3,1,7,21,0,4,1,1,0.84,0.7727,0.47,0.194,323
2,0,6,15,0,3,1,1,0.92,0.8788,0.4,0.1642,128
3,0,8,8,0,4,1,1,0.66,0.6212,0.74,0.2836,420
4,0,10,17,0,4,1,3,0.62,0.5758,0.83,0.2537,479
1,1,2,5,0,4,1,1,0.4,0.4091,0.76,0.2239,32
1,1,2,8,0,1,1,1,0.1,0.1212,0.54,0.1343,417
2,1,6,0,0,2,1,2,0.7,0.6515,0.58,0.2239,28
3,1,7,14,0,0,0,1,0.9,0.8182,0.37,0.2537,476
2,0,4,3,0,4,1,2,0.64,0.5909,0.78,0.3881,3
3,1,9,0,0,0,0,2,0.66,0.5909,0.89,0.0896,99
4,1,11,5,0,6,0,2,0.32,0.303,0.49,0.2537,9
1,1,12,4,0,3,1,1,0.22,0.197,0.69,0.3582,2
4,1,10,8,0,6,0,1,0.34,0.3485,0.53,0.1045,174
1,1,2,12,0,6,0,2,0.26,0.2576,0.81,0.1642,221
3,1,9,18,0,3,1,1,0.76,0.7424,0.75,0.194,839
1,1,1,8,0,4,1,2,0.28,0.303,0.81,0.0896,530
1,0,2,20,0,0,0,1,0.28,0.2879,0.61,0.1045,26
3,1,7,20,0,5,1,1,0.86,0.7727,0.39,0.1045,336
1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,55
1,0,3,2,0,5,1,2,0.18,0.1818,0.64,0.194,2
4,0,11,14,1,5,0,1,0.38,0.3939,0.37,0.4627,247
2,0,5,23,0,0,0,1,0.66,0.5909,0.89,0.1642,135
3,0,7,2,0,2,1,1,0.68,0.6364,0.89,0.1045,7
1,0,3,22,0,2,1,1,0.3,0.2879,0.49,0.2239,55
1,1,2,22,0,4,1,1,0.44,0.4394,0.54,0.2537,137
4,0,11,16,0,2,1,1,0.56,0.5303,0.46,0.1343,289
4,0,10,13,0,0,0,1,0.66,0.6212,0.44,0.0896,418
3,1,8,17,0,5,1,1,0.88,0.7727,0.32,0.1642,617
3,0,9,3,0,6,0,1,0.62,0.5909,0.73,0.1642,35
2,1,5,4,0,0,0,3,0.52,0.5,0.83,0.1642,16
1,0,2,23,0,0,0,2,0.36,0.3485,0.62,0.1642,59
1,1,1,9,0,1,1,2,0.2,0.2273,0.86,0.0896,211
3,0,9,16,1,1,0,2,0.68,0.6364,0.79,0.2836,284
2,1,3,11,0,3,1,2,0.52,0.5,0.83,0.1642,192
2,0,5,20,0,4,1,1,0.6,0.6061,0.64,0.194,276
4,1,10,7,0,2,1,1,0.38,0.3939,0.83,0.2537,362
2,0,5,7,0,6,0,3,0.48,0.4697,1,0,32
4,0,11,5,0,3,1,1,0.3,0.3333,0.81,0,27
3,1,7,22,0,5,1,1,0.74,0.6667,0.45,0,263
1,0,3,4,0,5,1,2,0.18,0.1818,0.74,0.194,1
1,1,2,1,0,1,1,1,0.26,0.2576,0.65,0.2239,6
2,1,5,21,0,2,1,2,0.64,0.6061,0.65,0.2836,223
1,1,3,7,0,0,0,2,0.3,0.2727,0.52,0.2985,23
3,1,8,13,0,0,0,1,0.78,0.697,0.4,0,543
3,0,8,11,0,2,1,1,0.8,0.7727,0.59,0.2239,149
4,1,11,17,1,4,0,1,0.44,0.4394,0.35,0,109
3,0,7,0,0,5,1,1,0.82,0.8333,0.63,0.1343,60
3,0,6,18,0,5,1,1,0.76,0.6667,0.37,0.2985,452
1,1,3,21,0,4,1,1,0.54,0.5152,0.68,0.2836,243
1,1,2,6,0,5,1,1,0.2,0.197,0.59,0.194,64
4,1,12,15,0,5,1,2,0.36,0.3485,0.71,0.1642,303
4,0,11,7,0,6,0,1,0.24,0.2273,0.6,0.2537,41
2,1,4,8,0,0,0,1,0.52,0.5,0.59,0,97
3,0,8,9,0,1,1,1,0.64,0.5909,0.78,0.3284,222
2,0,4,2,0,2,1,1,0.56,0.5303,0.83,0.3284,26
3,1,9,3,0,5,1,1,0.54,0.5152,0.77,0,14
3,1,7,15,0,6,0,1,0.8,0.7576,0.55,0.1642,560
4,1,11,20,0,2,1,1,0.3,0.2727,0.49,0.3582,223
4,0,10,7,0,0,0,1,0.44,0.4394,0.86,0,44
3,0,8,6,0,5,1,1,0.64,0.5909,0.78,0.1343,101
1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,5
1,0,12,20,0,4,1,3,0.42,0.4242,0.71,0,33
3,1,7,3,0,2,1,1,0.66,0.6061,0.83,0.1642,6
1,1,3,13,0,5,1,1,0.42,0.4242,0.44,0.2239,222
4,1,9,11,0,1,1,1,0.56,0.5303,0.37,0.194,238
3,1,9,22,0,0,0,1,0.58,0.5455,0.49,0.2537,189
3,1,8,16,0,5,1,2,0.76,0.6818,0.48,0.1343,515
1,1,12,0,0,1,1,1,0.22,0.2727,0.69,0,12
4,0,10,6,0,3,1,2,0.54,0.5152,0.88,0.2537,112
3,1,7,22,0,2,1,1,0.68,0.6364,0.74,0.2537,257
1,1,3,18,0,0,0,1,0.56,0.5303,0.64,0.1642,459
3,0,7,5,0,6,0,1,0.72,0.6818,0.7,0.2836,13
3,1,7,20,0,4,1,1,0.82,0.7727,0.49,0.1642,505
4,1,11,19,0,5,1,2,0.38,0.3939,0.43,0.2985,374
2,0,4,18,0,2,1,3,0.44,0.4394,0.77,0.2239,224
3,1,9,5,0,6,0,1,0.58,0.5455,0.6,0.5224,16
2,0,4,12,0,4,1,1,0.46,0.4545,0.38,0.1642,199
4,1,11,9,0,1,1,1,0.28,0.303,0.56,0.0896,286
4,0,10,9,0,3,1,1,0.54,0.5152,0.6,0.2985,219
2,1,4,1,0,3,1,1,0.46,0.4545,0.59,0,11
1,0,2,1,0,2,1,2,0.28,0.3182,0.87,0,4
1,1,3,17,0,0,0,1,0.52,0.5,0.27,0.2985,498
3,0,7,14,0,6,0,1,0.84,0.7424,0.36,0.1343,373
3,1,8,17,0,1,1,1,0.8,0.7273,0.46,0.2239,845
2,1,4,21,0,0,0,1,0.52,0.5,0.34,0.2239,130
2,0,4,19,0,6,0,1,0.54,0.5152,0.43,0.1343,387
4,1,10,15,0,0,0,1,0.56,0.5303,0.35,0.3284,623
3,1,8,18,0,1,1,2,0.62,0.5909,0.78,0.2537,815
4,1,11,12,0,0,0,1,0.4,0.4091,0.62,0.2836,442
4,1,11,13,0,0,0,1,0.54,0.5152,0.45,0.1045,686
3,0,9,9,0,0,0,1,0.48,0.4697,0.67,0.2537,140
4,1,12,19,0,6,0,1,0.4,0.4091,0.87,0,246
4,1,10,20,0,0,0,1,0.54,0.5152,0.73,0.2239,246
4,1,11,20,0,5,1,2,0.36,0.3333,0.46,0.4179,221
4,0,11,18,0,3,1,1,0.44,0.4394,0.67,0.1045,408
2,1,4,13,0,4,1,2,0.5,0.4848,0.82,0.1642,197
1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,2
3,0,8,2,0,0,0,2,0.7,0.6667,0.84,0.2239,66
2,1,6,17,0,3,1,1,0.62,0.6212,0.43,0.1343,724
1,1,12,0,0,6,0,2,0.24,0.2424,0.7,0,26
1,1,2,12,0,3,1,2,0.28,0.2576,0.65,0.2836,138
3,0,9,5,1,1,0,2,0.66,0.6212,0.74,0.1642,6
3,0,7,22,0,5,1,2,0.84,0.7879,0.49,0.0896,149
1,1,2,2,0,4,1,1,0.22,0.2273,0.8,0.1343,2
4,1,10,4,0,0,0,1,0.42,0.4242,0.77,0.2836,12
1,0,3,5,0,4,1,3,0.36,0.3485,0,0.194,3
4,0,10,19,0,0,0,1,0.56,0.5303,0.49,0.2985,153
1,1,2,20,0,2,1,1,0.36,0.3485,0.5,0.1343,212
1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,38
3,1,8,18,0,2,1,1,0.76,0.7121,0.62,0.2836,854
1,1,1,6,0,6,0,1,0.14,0.1515,0.5,0,5
2,1,5,13,0,6,0,1,0.76,0.7273,0.66,0.194,539
1,1,1,2,0,4,1,1,0.14,0.1515,0.5,0.1343,3
4,0,11,3,0,1,1,1,0.44,0.4394,0.88,0.2239,5
2,0,5,14,0,2,1,1,0.9,0.8182,0.37,0,140
2,1,5,23,0,5,1,1,0.54,0.5152,0.37,0.194,180
1,0,1,17,0,4,1,1,0.22,0.2424,0.55,0.1045,84
1,0,1,13,0,1,1,2,0.14,0.1364,0.43,0.2239,60
1,0,2,14,0,0,0,1,0.34,0.3485,0.46,0.0896,161
1,1,1,0,0,5,1,1,0.22,0.2576,0.75,0.0896,25
4,1,10,15,0,4,1,1,0.72,0.6667,0.54,0.2836,325
4,1,12,9,0,4,1,1,0.24,0.2273,0.48,0.194,276
2,0,4,8,0,2,1,1,0.58,0.5455,0.83,0.2985,449
2,1,6,14,0,2,1,2,0.58,0.5455,0.46,0.1642,276
2,0,5,11,0,2,1,1,0.86,0.803,0.47,0,106
3,0,9,12,0,3,1,1,0.74,0.6818,0.58,0.2239,212
1,1,1,15,0,6,0,1,0.24,0.2121,0.38,0.2985,226
1,0,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,1
4,0,10,3,0,6,0,1,0.44,0.4394,0.62,0.194,23
2,0,4,14,0,5,1,1,0.6,0.6212,0.35,0.3284,248
4,1,11,19,0,3,1,1,0.38,0.3939,0.43,0.194,243
3,0,9,3,0,3,1,2,0.54,0.5152,0.94,0.0896,6
4,1,10,16,0,5,1,2,0.58,0.5455,0.73,0.1642,582
3,1,7,23,0,0,0,1,0.72,0.697,0.79,0.1343,91
1,1,2,21,0,3,1,3,0.24,0.2273,0.87,0.194,129
1,0,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239,100
1,1,12,3,0,0,0,1,0.2,0.2121,0.51,0.1343,9
1,1,1,10,0,5,1,3,0.48,0.4697,1,0.1642,126
3,0,7,12,0,2,1,1,0.86,0.7879,0.44,0.2985,163
3,0,8,13,0,2,1,1,0.84,0.7879,0.49,0.1642,175
1,1,1,2,0,1,1,1,0.24,0.2424,0.56,0.1343,5
1,1,1,20,0,6,0,1,0.2,0.197,0.44,0.2537,103
4,1,11,7,0,6,0,2,0.26,0.2273,0.41,0.3284,25
1,0,12,5,0,2,1,2,0.3,0.2727,0.64,0.2836,8
3,0,8,1,0,4,1,2,0.66,0.6212,0.65,0.1642,24
4,0,12,17,0,5,1,1,0.34,0.3485,0.66,0.1045,362
3,1,7,0,0,2,1,1,0.68,0.6364,0.79,0.1343,38
1,1,1,10,0,1,1,2,0.2,0.2576,0.93,0,149
3,1,7,17,0,1,1,1,0.84,0.7273,0.32,0.1343,747
4,1,10,21,0,0,0,1,0.38,0.3939,0.87,0.1045,113
1,1,3,20,0,6,0,1,0.56,0.5303,0.64,0.194,271
2,0,5,15,0,3,1,1,0.48,0.4697,0.51,0.4179,129
3,0,9,1,0,3,1,1,0.54,0.5152,0.94,0,17
2,0,4,0,0,1,1,1,0.48,0.4697,0.88,0.3284,23
1,0,2,22,0,0,0,2,0.38,0.3939,0.62,0.1045,69
4,1,10,23,0,5,1,1,0.36,0.3485,0.57,0.194,100
4,1,10,22,0,2,1,1,0.3,0.303,0.81,0.1343,66
4,0,10,20,0,5,1,1,0.54,0.5152,0.49,0,197
3,1,7,15,0,1,1,1,0.8,0.7576,0.55,0.194,281
2,0,5,10,0,4,1,1,0.5,0.4848,0.39,0.2836,128
3,0,8,20,0,3,1,1,0.76,0.6667,0.31,0.1343,312
2,0,5,8,0,0,0,1,0.6,0.5909,0.73,0.0896,94
4,0,9,12,0,5,1,2,0.64,0.6212,0.57,0.194,254
3,1,7,11,0,0,0,1,0.76,0.697,0.55,0.2239,509
3,0,9,22,0,2,1,1,0.56,0.5303,0.94,0,148
3,0,7,14,0,0,0,1,0.82,0.7879,0.56,0.2537,375
3,0,8,17,0,4,1,3,0.8,0.7273,0.46,0.2985,409
4,0,10,0,0,5,1,1,0.34,0.3182,0.66,0.2537,44
3,1,7,6,0,2,1,1,0.64,0.5758,0.89,0.1642,194
1,1,2,11,0,5,1,2,0.36,0.3636,0.81,0.1045,163
4,1,11,6,0,0,0,1,0.28,0.2727,0.81,0.1642,15
1,0,2,18,0,2,1,2,0.24,0.2576,0.81,0.1045,168
3,1,7,9,0,5,1,2,0.72,0.6667,0.51,0,414
2,0,6,21,0,0,0,1,0.66,0.6061,0.83,0.1045,140
4,1,11,23,0,1,1,1,0.34,0.3485,0.66,0.1045,74
2,1,5,4,0,0,0,1,0.52,0.5,0.68,0.0896,16
1,0,3,13,0,3,1,2,0.32,0.2879,0.76,0.3582,99
2,0,4,13,0,4,1,2,0.62,0.5758,0.83,0.2985,121
2,0,5,15,0,5,1,1,0.78,0.7121,0.49,0.2836,356
3,0,8,2,0,1,1,1,0.66,0.5909,0.89,0,7
1,1,12,3,0,4,1,2,0.24,0.2273,0.87,0.2239,1
2,1,5,9,0,2,1,2,0.6,0.5606,0.83,0.1045,333
4,0,12,4,0,6,0,2,0.26,0.2727,0.65,0.1045,3
3,1,8,9,0,5,1,2,0.72,0.6667,0.58,0,389
4,0,11,11,0,2,1,1,0.46,0.4545,0.63,0.1045,117
1,1,3,21,0,1,1,1,0.26,0.2273,0.37,0.3881,120
3,1,8,16,0,2,1,1,0.82,0.7121,0.33,0.3284,480
3,1,7,0,0,1,1,2,0.76,0.7121,0.58,0.2239,43
2,0,6,15,0,3,1,1,0.76,0.6667,0.27,0,164
1,1,2,5,0,2,1,1,0.32,0.2879,0.42,0.3582,21
1,0,3,18,0,6,0,1,0.46,0.4545,0.31,0.3284,217
4,0,11,10,0,2,1,1,0.42,0.4242,0.71,0.0896,129
1,0,3,14,0,4,1,1,0.5,0.4848,0.45,0.1045,119
4,0,11,22,0,5,1,1,0.34,0.303,0.46,0.3284,115
2,0,4,0,0,5,1,3,0.26,0.2576,1,0.1642,6
2,0,5,23,0,4,1,1,0.46,0.4545,0.41,0.194,115
1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,22
1,1,3,18,0,1,1,2,0.6,0.6212,0.43,0.194,712
1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0,30
4,1,9,10,0,2,1,1,0.56,0.5303,0.52,0.2985,170
3,1,7,6,0,0,0,1,0.78,0.7727,0.7,0.1343,21
2,0,3,11,0,2,1,1,0.44,0.4394,0.51,0.3284,86
3,1,7,12,0,3,1,1,0.76,0.6667,0.33,0,310
4,1,11,15,0,1,1,1,0.38,0.3939,0.4,0.2836,231
4,1,11,18,0,2,1,2,0.4,0.4091,0.66,0.0896,550
4,1,11,20,1,4,0,1,0.34,0.3636,0.71,0,52
1,1,1,13,0,2,1,1,0.34,0.3333,0.87,0.1642,203
2,0,5,7,0,2,1,3,0.64,0.5909,0.78,0.194,314
3,1,7,19,0,1,1,1,0.8,0.7879,0.63,0.1343,595
1,0,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,110
3,0,7,3,0,6,0,1,0.64,0.6212,0.53,0,26
4,1,10,21,0,2,1,1,0.56,0.5303,0.68,0,295
4,0,10,17,0,5,1,2,0.46,0.4545,0.51,0.2537,524
3,0,6,2,0,2,1,2,0.66,0.6212,0.74,0,11
4,0,12,12,0,4,1,2,0.46,0.4545,0.59,0.4925,157
2,0,4,14,0,1,1,1,0.72,0.6667,0.54,0.2239,146
2,1,3,0,0,5,1,1,0.4,0.4091,0.47,0.2985,59
2,0,4,6,0,6,0,2,0.3,0.2879,0.93,0.194,13
4,1,9,23,0,0,0,1,0.48,0.4697,0.72,0.0896,57
3,1,7,11,0,3,1,1,0.9,0.8485,0.42,0,183
3,0,7,4,0,2,1,1,0.7,0.6667,0.79,0.1642,6
1,1,1,5,0,2,1,1,0.3,0.2879,0.49,0.194,22
3,0,6,9,0,3,1,1,0.72,0.6515,0.45,0.3881,221
1,0,3,7,0,6,0,1,0.4,0.4091,0.5,0.3284,13
3,0,6,1,0,3,1,1,0.68,0.6364,0.79,0.2985,28
3,1,7,15,0,1,1,1,0.8,0.7424,0.49,0.2537,236
4,0,10,17,0,5,1,1,0.6,0.6212,0.56,0.2537,563
1,0,3,20,0,0,0,3,0.28,0.2424,1,0.4179,11
4,1,10,10,0,2,1,1,0.54,0.5152,0.6,0,221
3,0,7,0,0,3,1,1,0.7,0.6667,0.84,0.1045,40
2,1,4,10,0,5,1,1,0.44,0.4394,0.38,0.194,192
4,0,11,0,0,2,1,1,0.56,0.5303,0.64,0.3582,22
3,0,9,19,0,5,1,1,0.66,0.6212,0.69,0.1343,287
1,1,3,21,0,2,1,1,0.32,0.3182,0.49,0.194,148
2,1,6,8,0,2,1,2,0.48,0.4697,0.77,0.2239,710
3,1,7,6,0,4,1,1,0.66,0.6061,0.78,0.2537,181
1,0,2,5,0,6,0,1,0.12,0.1667,0.74,0.0896,1
3,0,8,11,0,0,0,1,0.7,0.6667,0.79,0.194,198
4,0,10,13,0,4,1,2,0.64,0.5758,0.83,0.1642,162
3,1,8,2,0,6,0,3,0.64,0.5909,0.78,0.194,85
2,1,5,19,0,5,1,1,0.62,0.6212,0.41,0.194,483
2,1,6,19,0,4,1,1,0.7,0.6515,0.48,0.2537,579
2,1,4,15,0,4,1,1,0.6,0.6212,0.43,0,262
4,1,11,0,0,2,1,1,0.24,0.2576,0.6,0.1045,19
2,0,4,21,0,4,1,1,0.46,0.4545,0.63,0.1343,145
3,0,8,12,0,6,0,1,0.8,0.7576,0.55,0.2239,382
2,0,4,6,0,2,1,2,0.48,0.4697,0.88,0.3284,38
4,1,12,17,0,6,0,2,0.34,0.3485,0.76,0.1045,320
1,1,1,15,0,2,1,1,0.44,0.4394,0.62,0.4925,129
2,0,6,19,0,0,0,1,0.68,0.6364,0.65,0.1642,357
1,1,1,21,0,5,1,1,0.24,0.2121,0.41,0.2836,102
2,1,4,7,0,2,1,1,0.32,0.3333,0.66,0.0896,341
1,1,2,11,0,3,1,1,0.36,0.3485,0.66,0.1642,171
2,0,4,23,0,2,1,2,0.4,0.4091,0.94,0.2537,39
3,0,8,11,0,3,1,1,0.78,0.697,0.43,0.1045,128
4,0,11,12,0,0,0,2,0.52,0.5,0.29,0.4179,354
1,0,2,12,0,1,1,1,0.56,0.5303,0.22,0.4478,126
2,0,5,12,0,3,1,1,0.6,0.6212,0.56,0,226
1,0,3,4,0,3,1,1,0.24,0.2576,0.75,0.1045,2
3,1,8,22,0,4,1,2,0.68,0.6364,0.61,0.1045,198
1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,49
2,1,5,5,0,0,0,1,0.52,0.5,0.72,0.194,12
2,1,6,3,0,3,1,1,0.46,0.4545,0.82,0,8
1,1,1,18,0,3,1,1,0.24,0.2121,0.32,0.3582,355
4,0,10,4,0,1,1,1,0.34,0.3485,0.87,0.1045,8
1,0,2,3,0,0,0,2,0.2,0.2273,0.69,0.1045,12
1,1,2,17,0,3,1,1,0.42,0.4242,0.38,0.194,487
3,0,8,23,0,3,1,1,0.74,0.6515,0.37,0.0896,108
3,1,8,17,0,4,1,1,0.82,0.7273,0.34,0.2239,844
4,0,9,0,0,2,1,1,0.62,0.5455,0.94,0.1343,37
1,1,2,5,0,5,1,2,0.4,0.4091,0.87,0.194,26
1,0,2,23,0,1,1,2,0.32,0.2879,0.81,0.3881,45
2,0,3,6,0,2,1,1,0.4,0.4091,0.87,0.2537,60
2,0,6,5,0,5,1,1,0.66,0.6061,0.78,0.1642,28
1,0,3,15,0,5,1,1,0.36,0.3333,0.4,0.2985,106
4,0,10,9,0,6,0,1,0.5,0.4848,0.77,0,217
3,1,8,8,0,2,1,1,0.6,0.5758,0.78,0.1343,723
1,1,12,21,0,1,1,3,0.24,0.2576,0.93,0.0896,22
3,0,6,5,0,1,1,2,0.62,0.5758,0.83,0.1642,22
3,1,7,11,0,2,1,1,0.76,0.7121,0.58,0,224
2,1,6,22,0,5,1,3,0.6,0.5455,0.88,0.1343,23
2,1,5,19,0,0,0,2,0.66,0.6212,0.5,0.4179,339
4,1,12,16,0,0,0,2,0.44,0.4394,0.67,0.1045,443
4,0,10,3,0,4,1,1,0.44,0.4394,0.67,0.2239,5
4,1,12,12,0,3,1,1,0.4,0.4091,0.54,0.2836,236
4,1,12,7,0,4,1,1,0.22,0.2121,0.51,0.2985,389
4,0,10,19,0,3,1,1,0.58,0.5455,0.56,0.1343,374
3,1,9,4,0,1,1,1,0.5,0.4848,0.77,0,11
4,1,11,0,0,2,1,2,0.52,0.5,0.83,0.2836,23
1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,9
3,0,9,9,0,3,1,3,0.6,0.5455,0.88,0.1343,190
2,1,4,12,0,0,0,2,0.42,0.4242,0.67,0.2239,445
4,1,10,4,0,6,0,1,0.3,0.303,0.65,0.1642,11
3,0,8,9,0,1,1,1,0.68,0.6364,0.54,0.2537,187
2,0,6,5,0,0,0,2,0.62,0.6061,0.61,0.1343,6
2,1,3,7,0,3,1,1,0.36,0.3333,0.46,0.3284,358
3,0,8,6,0,0,0,1,0.66,0.5909,0.89,0.2836,14
3,1,9,8,0,3,1,1,0.72,0.697,0.74,0.194,725
3,1,8,6,0,1,1,2,0.6,0.5758,0.78,0.1343,161
3,0,8,17,0,5,1,1,0.76,0.7121,0.58,0.5224,527
4,0,9,15,0,6,0,2,0.66,0.6212,0.74,0.1343,452
2,1,5,2,0,3,1,2,0.6,0.5606,0.83,0.1642,12
4,1,10,13,0,6,0,2,0.64,0.6212,0.57,0.5224,710
4,0,10,12,0,6,0,1,0.58,0.5455,0.35,0.5522,456
2,1,4,17,0,4,1,1,0.6,0.6212,0.43,0.0896,748
4,0,12,7,0,4,1,1,0.24,0.2121,0.65,0.3582,276
2,1,4,14,0,0,0,3,0.38,0.3939,0.87,0.3284,53
3,0,8,20,0,3,1,3,0.7,0.6667,0.84,0.1045,87
1,0,3,13,0,6,0,1,0.36,0.3333,0.51,0.3582,157
2,1,6,11,0,1,1,2,0.54,0.5152,0.88,0.1642,121
4,1,11,4,0,1,1,2,0.36,0.3485,0.66,0.2239,12
4,1,10,12,0,3,1,2,0.52,0.5,0.48,0.1642,332
1,1,2,4,0,1,1,1,0.22,0.2273,0.8,0.1343,1
4,0,10,12,0,0,0,2,0.4,0.4091,0.62,0.194,321
2,0,6,11,0,0,0,2,0.64,0.6061,0.69,0.1045,335
1,1,3,7,0,4,1,1,0.44,0.4394,0.72,0.0896,381
2,1,4,3,0,6,0,1,0.5,0.4848,0.82,0.2239,29
3,0,6,11,0,2,1,1,0.66,0.6061,0.83,0.1642,171
3,1,7,1,0,2,1,1,0.66,0.6061,0.83,0.1343,21
4,1,10,5,0,0,0,2,0.44,0.4394,0.54,0.1343,10
2,1,6,3,0,1,1,2,0.52,0.5,0.83,0.2239,4
2,1,4,22,0,2,1,1,0.4,0.4091,0.37,0.4925,127
4,1,12,6,0,2,1,2,0.36,0.3788,0.93,0,153
4,0,12,15,0,3,1,3,0.42,0.4242,0.94,0.2239,30
1,0,12,20,0,3,1,1,0.24,0.2273,0.41,0.2239,79
2,1,4,10,0,0,0,2,0.4,0.4091,0.71,0.1045,360
3,0,9,0,0,1,1,2,0.52,0.5,0.72,0.1642,37
3,1,8,23,0,4,1,1,0.66,0.6212,0.74,0,156
2,1,5,16,0,6,0,2,0.68,0.6364,0.65,0.3881,540
2,0,5,4,0,4,1,1,0.6,0.5455,0.88,0,2
2,0,3,4,0,2,1,1,0.2,0.2121,0.44,0.1642,2
1,0,2,14,0,2,1,1,0.22,0.197,0.37,0.4179,64
3,0,6,9,0,1,1,2,0.72,0.6667,0.54,0,187
2,1,4,18,0,4,1,1,0.5,0.4848,0.27,0.3881,610
3,0,9,4,0,0,0,1,0.44,0.4394,0.77,0.2239,1
2,0,5,19,0,6,0,3,0.54,0.5152,0.94,0.1343,248
4,1,11,15,0,4,1,1,0.36,0.3333,0.43,0.2836,220
1,0,1,10,0,0,0,2,0.18,0.2424,0.8,0,64
1,0,12,12,0,6,0,1,0.34,0.3182,0.39,0.2836,94
2,0,5,11,0,3,1,1,0.74,0.6667,0.51,0.0896,140
2,1,5,18,0,1,1,1,0.64,0.6061,0.73,0.1045,530
2,0,5,8,0,3,1,3,0.34,0.303,0.93,0.3881,79
4,0,11,11,1,5,0,1,0.34,0.2879,0.42,0.4925,170
2,0,6,5,0,2,1,1,0.58,0.5455,0.88,0.1642,32
3,0,9,14,0,5,1,2,0.54,0.5152,0.45,0.1642,225
4,0,11,8,0,6,0,1,0.26,0.2576,0.7,0.194,101
4,0,12,5,0,1,1,1,0.16,0.2273,0.8,0,21
4,1,9,0,0,0,0,1,0.62,0.6212,0.38,0.2537,180
2,0,6,3,0,3,1,1,0.64,0.5758,0.89,0.0896,3
1,0,2,17,0,2,1,1,0.32,0.303,0.22,0.2239,206
1,0,1,12,0,1,1,2,0.18,0.2121,0.55,0.1045,68
2,0,6,10,0,1,1,2,0.6,0.5758,0.78,0.2537,91
2,0,3,2,0,3,1,2,0.32,0.3485,0.57,0,4
3,1,7,20,0,4,1,1,0.86,0.8182,0.5,0.2537,446
2,1,5,23,0,2,1,1,0.62,0.5909,0.73,0.1045,105
3,0,7,3,0,3,1,1,0.74,0.6818,0.58,0.194,4
4,1,11,17,0,0,0,2,0.38,0.3939,0.66,0.2537,280
4,0,10,11,0,5,1,1,0.5,0.4848,0.45,0.2239,174
1,1,12,5,0,4,1,1,0.24,0.2424,0.75,0.1642,11
2,1,4,18,0,0,0,1,0.52,0.5,0.52,0.2985,432
4,1,10,3,0,5,1,1,0.54,0.5152,0.73,0,16
2,1,5,14,0,6,0,1,0.66,0.6212,0.36,0.194,615
1,0,3,21,0,4,1,1,0.42,0.4242,0.62,0.2239,138
3,1,7,2,0,1,1,2,0.66,0.5909,0.94,0.0896,17
2,0,4,14,0,3,1,1,0.74,0.6515,0.4,0.4627,148
2,0,5,9,0,0,0,2,0.46,0.4545,0.72,0.1343,141
2,0,3,7,0,4,1,3,0.26,0.2576,1,0.2239,108
2,0,3,14,0,4,1,3,0.3,0.303,0.87,0.1343,76
4,0,10,3,0,1,1,1,0.56,0.5303,0.49,0.194,2
4,1,9,3,0,6,0,2,0.52,0.5,0.59,0.194,29
2,1,5,21,0,3,1,1,0.52,0.5,0.77,0.2239,239
1,1,12,15,0,0,0,1,0.28,0.2576,0.38,0.3284,138
2,1,4,18,0,6,0,1,0.54,0.5152,0.18,0.2985,517
1,1,1,20,0,5,1,1,0.42,0.4242,0.41,0.194,177
1,0,12,3,0,6,0,2,0.32,0.3333,0.7,0.0896,5
3,1,6,20,0,6,0,1,0.82,0.7727,0.52,0.1642,292
1,1,1,17,0,6,0,1,0.42,0.4242,0.44,0.3881,290
4,1,12,1,0,3,1,1,0.52,0.5,0.55,0.3284,11
